applicant_id,age,monthly_income,credit_limit,existing_debt,employment_years,num_existing_loans,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,pay_7,pay_8,pay_9,pay_10,pay_11,pay_12
B00964,37,35744.0,162376.0,47855.0,5.9,3,-1,-1,0,-1,-1,0,0,-1,-1,0,0,-1
B00965,22,48400.0,162392.0,76558.0,2.9,3,-1,4,1,0,0,-1,-1,-1,0,4,0,1
B00966,40,41318.0,167103.0,36990.0,2.2,3,-1,3,1,3,3,-1,-1,-1,-1,0,0,-1
B00967,47,32514.0,97715.0,60846.0,5.3,3,0,3,4,3,0,2,4,2,1,2,4,2
B00968,52,28337.0,129771.0,61163.0,3.9,2,-1,0,-1,-1,1,1,0,2,-1,1,-1,4
B00969,48,20045.0,74385.0,34346.0,5.4,4,0,3,-1,2,1,4,1,3,2,3,2,1
B00970,56,22868.0,118374.0,28179.0,9.5,2,0,-1,0,0,0,2,-1,-1,0,-1,-1,0
B00971,30,54735.0,182549.0,106859.0,7.3,3,0,-1,0,-1,0,0,-1,-1,-1,0,-1,2
B00972,52,36407.0,193813.0,108096.0,9.9,1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0
B00973,54,72792.0,401552.0,115438.0,8.9,4,2,3,3,2,4,4,4,1,1,0,2,4
B00974,21,36409.0,136909.0,41976.0,7.3,3,0,4,4,1,0,-1,4,2,-1,0,2,-1
B00975,33,40022.0,161600.0,10267.0,4.8,6,0,0,0,-1,-1,4,-1,0,0,0,0,0
B00976,59,55917.0,102755.0,61753.0,6.2,1,-1,-1,1,0,0,-1,0,-1,0,0,-1,-1
B00977,41,83693.0,223195.0,142306.0,11.9,2,-1,-1,0,0,0,-1,0,0,0,-1,0,0
B00978,24,59493.0,184125.0,82006.0,5.9,2,-1,0,0,-1,-1,0,-1,0,-1,0,-1,0
B00979,69,48152.0,143977.0,62960.0,1.3,1,-1,0,3,2,2,0,3,2,1,2,4,4
B00980,28,21122.0,95685.0,19519.0,3.3,3,0,0,0,0,0,0,0,0,-1,0,0,-1
B00981,65,53468.0,305690.0,151194.0,13.2,7,0,-1,-1,-1,0,0,-1,0,-1,0,-1,2
B00982,55,68788.0,315771.0,116235.0,1.2,1,3,4,0,2,3,1,4,4,0,1,4,4
B00983,39,45120.0,106585.0,64736.0,11.0,3,-1,3,-1,-1,2,3,1,-1,0,0,1,-1
B00984,42,20656.0,65178.0,41049.0,1.1,2,4,1,1,-1,0,-1,-1,0,0,0,0,-1
B00985,23,63598.0,368586.0,102797.0,2.7,4,-1,4,2,2,0,1,1,2,1,1,-1,0
B00986,62,64031.0,250235.0,34786.0,2.2,3,2,1,-1,-1,-1,0,0,-1,-1,3,4,4
B00987,68,86858.0,509124.0,58206.0,12.5,3,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1
B00988,55,56836.0,135274.0,28793.0,9.4,2,-1,0,-1,4,0,0,2,4,3,0,0,0
B00989,60,46649.0,85315.0,42907.0,0.8,3,2,1,-1,4,3,0,2,3,3,1,1,4
B00990,49,44805.0,146308.0,115762.0,8.1,3,3,2,0,2,3,-1,-1,0,2,4,1,2
B00991,60,43076.0,132859.0,13394.0,1.9,3,0,0,-1,0,0,0,0,0,0,4,0,-1
B00992,46,35304.0,208265.0,68583.0,3.3,4,-1,-1,-1,0,0,0,-1,0,-1,0,-1,-1
B00993,44,62157.0,279634.0,203873.0,4.2,3,-1,0,1,2,0,0,3,3,0,2,1,2
B00994,22,30952.0,159905.0,109334.0,3.8,1,3,4,2,2,2,3,2,1,4,0,1,-1
B00995,56,135478.0,773984.0,142128.0,3.8,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0
B00996,54,23619.0,135960.0,42944.0,5.7,0,-1,-1,0,0,-1,-1,-1,0,0,0,-1,0
B00997,61,35276.0,207219.0,114896.0,3.3,2,0,0,-1,2,2,-1,-1,-1,-1,4,3,0
B00998,29,33730.0,162042.0,57439.0,14.2,1,0,-1,0,-1,1,-1,0,0,-1,-1,-1,-1
B00999,54,60465.0,222541.0,49797.0,3.7,3,-1,0,0,-1,4,3,2,-1,-1,0,-1,0
B01000,35,74655.0,316032.0,151831.0,2.2,3,-1,0,0,0,0,0,0,0,0,0,-1,0
B01001,35,49892.0,95550.0,16120.0,2.9,0,0,0,0,-1,0,2,0,-1,0,0,-1,0
B01002,66,37500.0,162524.0,57958.0,7.8,3,-1,-1,-1,-1,4,-1,-1,0,-1,-1,4,-1
B01003,56,16846.0,63943.0,39723.0,6.9,3,-1,0,3,-1,-1,0,0,0,0,0,2,-1
B01004,30,36984.0,215317.0,41813.0,3.3,1,-1,0,2,0,1,4,1,-1,-1,4,4,1
B01005,47,99014.0,157032.0,85223.0,1.6,3,-1,0,0,0,-1,-1,0,0,0,0,0,0
B01006,49,26548.0,155331.0,44195.0,14.2,3,-1,2,3,0,0,-1,-1,0,-1,0,-1,-1
B01007,53,28787.0,152739.0,85199.0,4.1,3,0,-1,-1,-1,-1,0,0,0,0,0,4,-1
B01008,43,116606.0,304495.0,174236.0,1.2,3,0,2,1,-1,4,1,0,4,1,0,3,1
B01009,39,23727.0,48757.0,6684.0,4.7,2,-1,-1,-1,0,-1,0,-1,0,0,-1,2,0
B01010,23,54942.0,180502.0,103699.0,11.5,3,3,2,-1,0,0,0,2,0,0,-1,2,-1
B01011,54,13719.0,26448.0,10847.0,4.3,1,2,3,3,2,2,3,1,0,1,0,0,0
B01012,32,59598.0,193896.0,93870.0,4.4,5,0,0,0,0,0,3,1,2,1,2,0,1
B01013,37,44597.0,80407.0,16180.0,0.8,1,0,0,-1,-1,-1,2,-1,0,-1,-1,0,2
B01014,23,31850.0,60150.0,38311.0,2.1,2,3,4,4,4,2,3,1,4,3,2,0,1
B01015,37,190721.0,761992.0,530129.0,2.8,2,3,1,-1,0,0,3,2,0,0,2,-1,4
B01016,28,49198.0,114805.0,56117.0,6.9,0,4,3,4,-1,4,3,4,1,0,-1,1,-1
B01017,43,35450.0,110637.0,94185.0,1.3,2,1,-1,-1,1,0,0,0,0,2,2,1,-1
B01018,58,33678.0,165357.0,98688.0,7.6,2,4,4,4,3,4,2,3,3,4,2,4,3
B01019,35,46386.0,91566.0,24808.0,5.8,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1
B01020,65,39177.0,137292.0,19895.0,3.0,1,-1,4,1,3,-1,-1,0,0,0,2,-1,3
B01021,53,61016.0,334027.0,164581.0,1.6,3,4,2,1,2,4,1,1,-1,0,4,1,0
B01022,27,24148.0,133386.0,56927.0,3.7,0,-1,3,3,1,4,4,2,0,-1,-1,0,-1
B01023,29,43806.0,171044.0,125673.0,6.0,2,0,0,-1,0,1,-1,0,3,1,0,-1,0
B01024,34,28314.0,71255.0,21953.0,9.5,2,-1,0,0,-1,0,0,0,0,0,0,0,0
B01025,49,94822.0,152352.0,120215.0,14.5,1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1
B01026,51,34552.0,53712.0,32133.0,7.0,1,1,1,2,4,1,1,2,-1,0,-1,0,3
B01027,36,34722.0,84825.0,27844.0,7.8,1,-1,0,-1,4,2,0,0,2,-1,-1,2,4
B01028,33,55765.0,286106.0,23015.0,2.8,1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1
B01029,40,30277.0,108614.0,28429.0,7.4,3,0,-1,-1,0,2,0,-1,0,0,0,0,0
B01030,27,101679.0,570534.0,444714.0,0.7,0,4,3,2,1,2,1,1,1,2,4,1,4
B01031,44,43954.0,180758.0,111692.0,2.2,3,-1,-1,-1,0,-1,-1,-1,-1,0,0,3,-1
B01032,42,27334.0,129870.0,44337.0,4.9,1,0,4,2,4,4,4,3,4,3,4,3,1
B01033,25,26790.0,110455.0,16722.0,18.0,2,4,4,1,2,0,2,1,1,0,3,0,4
B01034,68,53805.0,277978.0,179719.0,8.6,0,-1,0,0,0,0,0,0,-1,-1,-1,0,-1
B01035,63,76132.0,137779.0,23693.0,4.5,2,0,0,-1,-1,-1,0,0,0,-1,0,-1,-1
B01036,35,69320.0,265451.0,149960.0,5.1,2,-1,4,2,-1,-1,-1,3,1,0,0,0,-1
B01037,21,15445.0,24402.0,7894.0,5.5,4,1,3,1,1,1,4,2,2,2,1,3,1
B01038,55,45767.0,113565.0,18477.0,10.0,2,2,0,-1,0,2,3,4,0,0,-1,2,1
B01039,67,46586.0,141729.0,34372.0,4.9,0,0,-1,-1,0,-1,0,1,3,2,0,-1,2
B01040,40,23007.0,68274.0,26050.0,4.1,0,2,1,4,2,1,1,2,2,1,2,3,1
B01041,38,19347.0,64591.0,14365.0,7.1,2,-1,-1,0,0,0,0,0,0,-1,0,-1,0
B01042,45,49799.0,214401.0,78076.0,1.5,5,4,1,1,1,2,-1,3,2,-1,-1,0,-1
B01043,31,19012.0,76683.0,28798.0,6.2,0,2,3,3,3,2,4,3,1,2,1,2,2
B01044,22,46847.0,140767.0,12187.0,4.1,3,-1,1,3,-1,3,0,-1,-1,0,3,2,2
B01045,55,43514.0,142669.0,75721.0,4.7,2,0,-1,0,-1,-1,0,-1,0,-1,0,-1,1
B01046,66,35362.0,134209.0,43863.0,5.2,5,0,0,0,1,-1,0,-1,-1,1,0,-1,-1
B01047,43,51348.0,242082.0,147044.0,8.5,2,0,4,0,-1,0,0,0,0,-1,1,-1,-1
B01048,30,42373.0,203548.0,87691.0,6.9,2,0,2,0,4,3,3,4,1,-1,4,3,2
B01049,61,81679.0,489733.0,346685.0,4.1,3,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0
B01050,32,87732.0,164618.0,10321.0,8.0,0,-1,0,-1,-1,0,0,-1,-1,-1,0,-1,-1
B01051,60,34526.0,175609.0,25959.0,2.4,3,0,0,0,0,-1,-1,0,0,-1,-1,0,-1
B01052,23,34644.0,118372.0,6703.0,12.9,0,0,2,4,4,3,3,3,4,-1,0,-1,2
B01053,33,48656.0,254764.0,103741.0,9.6,0,-1,-1,0,0,0,3,0,0,3,0,-1,0
B01054,54,14570.0,56903.0,12214.0,5.2,2,0,0,2,3,4,3,2,3,1,1,0,3
B01055,24,41813.0,201691.0,102684.0,1.7,3,-1,0,0,-1,-1,2,2,2,2,4,2,3
B01056,49,20223.0,37715.0,25343.0,4.6,1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,0
B01057,60,24575.0,91875.0,35296.0,2.9,0,-1,0,-1,0,0,0,0,-1,0,2,-1,-1
B01058,49,43914.0,138819.0,103549.0,2.9,1,0,0,0,2,0,-1,3,0,0,-1,0,-1
B01059,41,71707.0,252008.0,13573.0,3.5,3,-1,1,0,3,3,3,2,2,-1,-1,4,3
B01060,27,40936.0,125178.0,54548.0,10.9,1,-1,3,3,1,1,0,1,3,-1,-1,2,3
B01061,55,49133.0,185591.0,66610.0,2.1,4,-1,-1,0,0,0,0,0,0,-1,3,0,-1
B01062,29,49033.0,111979.0,80137.0,2.0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0
B01063,51,32012.0,66793.0,34232.0,3.3,3,-1,0,2,3,4,1,2,3,4,2,4,4
B01064,22,108852.0,187038.0,54708.0,11.3,0,0,3,0,0,0,-1,0,0,0,-1,0,-1
B01065,62,64265.0,188315.0,114436.0,9.9,1,0,-1,0,0,-1,4,-1,-1,-1,0,3,-1
B01066,56,79229.0,356246.0,5807.0,7.3,1,-1,0,0,0,0,0,0,-1,0,-1,0,-1
B01067,51,70715.0,280904.0,174672.0,8.4,2,0,0,0,-1,0,0,0,-1,0,0,0,0
B01068,36,43718.0,89723.0,44709.0,6.7,1,0,1,-1,1,0,-1,2,4,4,0,0,2
B01069,35,67426.0,353473.0,171053.0,0.5,1,1,-1,-1,2,2,2,-1,2,0,-1,0,1
B01070,25,43002.0,156496.0,116622.0,2.4,2,3,-1,2,-1,-1,-1,0,4,1,1,0,0
B01071,32,35367.0,171636.0,100876.0,1.8,1,0,4,0,1,1,3,1,4,0,-1,-1,0
B01072,66,50506.0,100702.0,4924.0,2.8,0,-1,0,0,0,0,-1,4,4,2,-1,-1,2
B01073,39,57944.0,94301.0,45677.0,4.6,3,0,1,-1,2,0,-1,2,1,0,0,0,-1
B01074,32,64012.0,158366.0,39900.0,2.8,2,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,3
B01075,48,46242.0,142008.0,67862.0,3.2,5,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0
B01076,55,71989.0,130776.0,74728.0,2.2,2,3,2,-1,0,0,0,-1,-1,0,0,3,2
B01077,23,39540.0,133097.0,61524.0,2.3,3,4,4,4,4,-1,-1,0,-1,0,-1,0,-1
B01078,59,38290.0,57604.0,17411.0,2.2,1,-1,-1,-1,-1,4,2,0,-1,0,4,-1,2
B01079,43,52525.0,80017.0,42771.0,2.0,1,-1,0,0,0,-1,0,-1,-1,0,-1,-1,-1
B01080,65,33242.0,77932.0,57437.0,1.0,0,0,-1,0,1,0,-1,4,4,2,2,1,2
B01081,66,59524.0,170087.0,48280.0,4.8,3,0,-1,1,-1,0,0,4,3,-1,-1,0,-1
B01082,46,42738.0,148759.0,57554.0,2.8,3,-1,-1,0,0,0,0,-1,0,-1,0,0,-1
B01083,55,32239.0,163057.0,46333.0,4.3,3,3,3,4,1,1,4,3,3,2,1,3,0
B01084,53,59044.0,299259.0,119412.0,5.0,4,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0
B01085,64,41087.0,80179.0,6070.0,3.4,2,0,-1,0,0,0,-1,0,-1,0,0,0,-1
B01086,58,35099.0,132581.0,29594.0,3.6,1,-1,0,0,3,3,3,4,-1,-1,-1,0,-1
B01087,49,32442.0,83183.0,9138.0,5.4,0,-1,-1,0,0,0,0,-1,0,0,-1,-1,0
B01088,53,19899.0,64605.0,10851.0,1.8,3,0,-1,0,4,-1,-1,2,2,4,1,-1,1
B01089,44,121809.0,568499.0,157442.0,5.1,3,-1,0,-1,-1,0,0,0,0,0,-1,-1,0
B01090,51,82033.0,237565.0,148877.0,3.6,1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1
B01091,69,83260.0,285894.0,123190.0,3.5,2,0,-1,0,-1,3,0,-1,0,0,-1,-1,2
B01092,40,42781.0,120255.0,22638.0,3.1,1,3,0,-1,0,-1,0,0,4,1,-1,-1,4
B01093,46,91048.0,262227.0,115121.0,4.3,4,-1,0,0,0,0,0,2,0,0,-1,0,-1
B01094,56,33888.0,63648.0,34020.0,13.2,3,0,0,0,-1,0,4,4,2,0,0,3,-1
B01095,26,67888.0,321896.0,81536.0,3.7,1,0,4,3,1,2,2,2,1,3,4,3,3
B01096,53,25569.0,61945.0,29339.0,4.7,0,-1,-1,0,3,0,-1,0,-1,0,0,-1,0
B01097,62,73365.0,370092.0,36492.0,1.8,2,0,3,-1,-1,-1,0,-1,0,-1,1,-1,4
B01098,51,42331.0,164463.0,22259.0,18.0,0,2,0,4,1,1,3,1,4,4,-1,1,2
B01099,28,62220.0,367585.0,197164.0,1.2,1,0,0,-1,-1,0,-1,0,0,0,-1,-1,0
B01100,28,16932.0,45130.0,13445.0,5.8,4,-1,0,-1,0,-1,0,0,0,-1,-1,-1,-1
B01101,50,35433.0,86788.0,28531.0,4.0,4,0,4,0,0,0,0,0,-1,0,-1,0,-1
B01102,36,50002.0,192727.0,60983.0,4.2,2,-1,2,0,0,-1,-1,0,0,0,-1,-1,0
B01103,55,60006.0,269198.0,167287.0,19.1,1,0,0,-1,0,0,3,4,-1,2,3,-1,4
B01104,32,28847.0,149323.0,96969.0,9.4,1,-1,4,1,1,-1,2,4,0,0,1,0,-1
B01105,49,36830.0,166049.0,50601.0,6.1,1,-1,4,4,-1,-1,-1,2,0,0,0,1,0
B01106,68,44051.0,175037.0,36727.0,4.8,0,2,3,3,1,2,4,4,4,3,3,1,3
B01107,69,31072.0,84976.0,13581.0,5.8,2,0,0,-1,-1,-1,4,-1,2,-1,-1,0,0
B01108,53,18699.0,31161.0,18483.0,3.4,2,0,-1,-1,0,-1,0,0,0,-1,0,-1,0
B01109,52,42846.0,75442.0,42943.0,9.4,1,4,1,4,0,1,3,1,0,3,2,2,2
B01110,31,45691.0,167638.0,46619.0,7.6,2,-1,0,-1,-1,0,1,4,-1,3,0,0,4
B01111,21,82645.0,252759.0,47190.0,3.0,1,0,0,-1,-1,0,-1,0,-1,3,0,-1,0
B01112,68,64883.0,224409.0,128014.0,10.5,1,0,0,0,0,-1,0,0,0,0,-1,0,0
B01113,51,89401.0,517369.0,278767.0,6.5,6,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0
B01114,25,55237.0,206029.0,92309.0,3.6,4,-1,-1,-1,-1,0,0,2,0,0,-1,-1,-1
B01115,61,103407.0,229773.0,88708.0,9.2,1,0,0,4,2,0,0,-1,0,0,0,-1,2
B01116,37,41645.0,75323.0,8986.0,6.6,1,0,1,-1,3,-1,-1,0,0,0,-1,0,-1
B01117,63,80288.0,293791.0,129055.0,8.2,2,0,-1,-1,0,2,-1,0,0,0,0,-1,1
B01118,67,36775.0,140955.0,66183.0,4.0,5,0,-1,0,-1,0,-1,0,2,1,3,0,0
B01119,42,53354.0,247066.0,78100.0,5.6,2,0,-1,1,0,-1,-1,-1,-1,0,0,0,-1
B01120,60,34744.0,196009.0,125637.0,2.6,2,0,-1,-1,-1,0,-1,0,-1,-1,0,4,2
B01121,23,32040.0,167842.0,84772.0,1.8,4,0,0,0,-1,0,0,4,4,-1,-1,0,1
B01122,58,29794.0,75469.0,21036.0,24.0,2,-1,-1,0,0,0,-1,0,-1,0,-1,0,0
B01123,30,82206.0,301450.0,161020.0,6.7,4,-1,4,1,3,0,-1,-1,0,-1,0,1,1
B01124,59,60011.0,212879.0,115214.0,16.1,3,0,-1,-1,0,-1,1,-1,-1,1,4,0,0
B01125,37,23620.0,63477.0,31243.0,1.3,2,0,0,0,0,-1,-1,-1,0,0,-1,3,2
B01126,23,25624.0,150795.0,108151.0,7.6,1,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,0
B01127,30,45524.0,88511.0,60556.0,1.2,2,0,-1,0,0,-1,-1,0,-1,3,0,0,-1
B01128,67,47228.0,125375.0,43222.0,6.1,2,-1,-1,-1,2,0,0,0,0,-1,0,0,0
B01129,59,118735.0,503730.0,202277.0,6.4,1,0,0,-1,-1,0,0,-1,0,-1,-1,0,0
B01130,53,65910.0,169807.0,5001.0,4.8,3,-1,-1,0,1,-1,0,0,-1,0,-1,0,-1
B01131,68,19212.0,88300.0,37575.0,1.7,1,0,0,-1,0,1,1,0,1,-1,0,0,2
B01132,57,31381.0,150242.0,102791.0,6.4,3,0,0,0,-1,3,1,1,1,2,1,-1,-1
B01133,30,26034.0,140771.0,65150.0,6.0,3,2,0,4,4,2,1,3,1,4,3,3,1
B01134,59,17114.0,96735.0,84031.0,0.4,0,2,-1,4,3,2,4,4,-1,2,1,-1,1
B01135,42,12235.0,24638.0,3010.0,7.9,3,0,-1,1,-1,-1,0,0,1,0,0,0,0
B01136,45,33290.0,88876.0,46860.0,3.1,3,2,3,2,1,3,3,1,0,0,0,4,4
B01137,37,53823.0,304911.0,78771.0,7.9,0,-1,-1,-1,-1,0,2,4,0,0,0,-1,-1
B01138,27,35007.0,164561.0,104880.0,5.8,8,3,4,3,0,1,2,3,1,-1,0,3,1
B01139,39,33256.0,144620.0,12699.0,0.9,0,-1,0,-1,0,3,-1,0,0,-1,0,-1,1
B01140,28,40757.0,197994.0,48780.0,9.7,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
B01141,38,47781.0,153300.0,101100.0,3.1,0,-1,-1,-1,1,-1,2,2,4,4,0,-1,2
B01142,64,95402.0,331694.0,151167.0,9.5,3,1,-1,1,0,-1,-1,0,-1,0,2,0,0
B01143,24,67327.0,116139.0,35504.0,4.6,5,3,-1,0,0,-1,-1,4,2,0,-1,0,3
B01144,49,22436.0,42954.0,19859.0,4.1,4,0,-1,-1,4,4,4,2,1,1,1,0,-1
B01145,53,50811.0,213541.0,138010.0,6.2,1,-1,3,-1,0,-1,1,1,-1,1,-1,0,-1
B01146,55,24901.0,82004.0,67780.0,1.9,4,1,-1,2,1,2,3,4,2,1,1,2,0
B01147,56,19020.0,73270.0,16940.0,7.0,4,0,0,-1,-1,-1,0,-1,0,3,3,0,4
B01148,69,16876.0,74257.0,22342.0,1.1,4,-1,-1,4,4,0,-1,3,4,0,4,4,3
B01149,41,52141.0,243284.0,78232.0,3.7,2,-1,2,2,4,4,0,0,4,4,2,-1,0
B01150,44,49824.0,157208.0,94427.0,3.1,3,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0
B01151,49,27400.0,101870.0,57793.0,5.2,2,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1
B01152,46,108569.0,213549.0,71452.0,7.5,4,-1,-1,0,-1,3,1,-1,0,-1,3,1,3
B01153,52,50051.0,111318.0,70316.0,4.9,2,-1,4,3,-1,-1,-1,-1,-1,0,-1,0,4
B01154,50,28823.0,126833.0,57557.0,7.3,3,4,2,4,-1,4,3,-1,-1,-1,0,3,1
B01155,57,58892.0,230263.0,117046.0,2.1,0,0,0,-1,0,-1,-1,1,2,4,2,0,-1
B01156,45,31980.0,51404.0,20608.0,9.2,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,-1
B01157,37,57245.0,181213.0,32058.0,4.6,1,4,3,-1,2,1,2,-1,4,2,2,3,-1
B01158,55,92985.0,445266.0,171957.0,1.0,4,-1,-1,0,-1,0,-1,-1,0,0,0,-1,-1
B01159,62,34296.0,133422.0,117753.0,7.0,5,0,0,-1,0,0,-1,0,0,0,-1,-1,-1
B01160,69,42670.0,219912.0,12412.0,7.3,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0
B01161,25,34702.0,203363.0,60088.0,3.9,3,3,4,2,2,4,1,2,-1,3,3,4,2
B01162,43,59295.0,290448.0,162314.0,3.3,4,-1,2,2,2,4,1,0,-1,3,3,0,3
B01163,45,44733.0,254339.0,46654.0,6.5,1,-1,0,0,0,0,0,-1,4,4,-1,0,-1
B01164,28,29667.0,44955.0,12204.0,0.8,1,4,2,-1,3,1,-1,4,0,0,0,3,1
B01165,54,84017.0,349054.0,164391.0,5.4,4,0,0,0,0,0,0,-1,-1,-1,0,-1,0
B01166,24,20992.0,46385.0,33993.0,3.6,1,-1,1,0,-1,0,0,-1,0,0,-1,0,-1
B01167,61,38597.0,135724.0,41863.0,4.6,1,-1,0,0,0,0,4,1,-1,0,0,-1,-1
B01168,23,56630.0,155704.0,38648.0,9.7,1,-1,1,0,-1,0,0,0,0,-1,0,0,0
B01169,37,35465.0,209944.0,143688.0,7.1,2,0,0,0,0,0,-1,-1,0,-1,0,0,-1
B01170,63,26258.0,102179.0,15019.0,3.7,0,-1,-1,0,-1,0,-1,-1,-1,0,0,2,0
B01171,57,46765.0,96140.0,29496.0,8.6,3,0,-1,1,-1,0,-1,0,1,4,-1,-1,0
B01172,59,22108.0,62186.0,25613.0,7.7,3,-1,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1
B01173,67,27099.0,153910.0,40048.0,4.1,4,1,1,3,4,1,1,4,2,1,2,0,1
B01174,31,97656.0,294134.0,85383.0,7.9,5,2,3,2,2,3,2,-1,4,0,2,4,3
B01175,21,22169.0,39024.0,14756.0,19.6,0,0,-1,-1,1,-1,-1,0,-1,0,0,-1,-1
B01176,55,82718.0,287881.0,31450.0,8.6,2,0,-1,-1,-1,-1,-1,0,-1,2,-1,0,-1
B01177,61,14279.0,44448.0,20281.0,3.5,1,3,3,4,-1,4,0,-1,0,-1,0,0,0
B01178,63,37588.0,89143.0,68212.0,5.8,3,3,3,0,-1,0,-1,0,-1,-1,0,0,0
B01179,59,58018.0,304164.0,180156.0,6.3,1,3,0,-1,1,3,1,-1,4,4,4,-1,-1
B01180,30,26294.0,103016.0,52002.0,5.8,1,-1,0,0,0,-1,0,0,-1,-1,0,0,-1
B01181,22,47908.0,126469.0,20574.0,12.3,2,0,-1,-1,-1,0,0,0,-1,4,-1,0,0
B01182,42,69485.0,290803.0,146446.0,11.2,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1
B01183,33,25212.0,49904.0,12002.0,2.2,4,3,2,2,4,2,3,4,1,4,0,4,1
B01184,21,25553.0,46755.0,26312.0,4.2,2,0,4,-1,-1,0,0,3,0,-1,-1,0,0
B01185,52,68826.0,343072.0,120365.0,22.2,3,0,-1,4,0,-1,-1,-1,-1,-1,-1,0,0
B01186,33,25633.0,134102.0,32019.0,5.8,2,-1,3,-1,-1,0,1,0,0,2,-1,3,3
B01187,49,50719.0,152449.0,90138.0,2.4,4,-1,0,2,4,3,-1,-1,-1,-1,0,-1,0
B01188,54,46969.0,242801.0,92852.0,7.2,3,0,-1,-1,0,-1,0,-1,0,-1,0,-1,0
B01189,58,82236.0,356011.0,148869.0,8.4,6,4,-1,0,0,-1,-1,0,-1,-1,0,-1,1
B01190,31,37351.0,129728.0,43069.0,1.6,2,0,4,3,0,1,-1,-1,0,-1,0,0,-1
B01191,51,22402.0,50381.0,16787.0,10.1,3,2,2,-1,0,0,0,-1,0,1,1,0,1
B01192,46,37348.0,84808.0,5112.0,10.0,1,0,0,-1,0,3,0,0,2,-1,-1,4,4
B01193,55,115838.0,281749.0,178072.0,8.7,3,-1,-1,-1,0,0,-1,-1,0,0,-1,0,0
B01194,61,30295.0,112416.0,49887.0,3.2,4,1,0,1,4,1,1,4,2,2,0,4,4
B01195,25,67431.0,334472.0,60526.0,10.9,1,0,0,-1,-1,0,-1,0,0,-1,2,-1,0
B01196,21,33373.0,126953.0,17335.0,7.1,0,3,4,1,0,-1,-1,0,0,0,0,-1,-1
B01197,47,33002.0,77919.0,31544.0,5.2,2,3,-1,-1,-1,0,-1,-1,-1,-1,0,3,2
B01198,28,32139.0,89382.0,10024.0,4.1,2,0,0,0,-1,0,-1,-1,1,-1,0,0,3
B01199,68,32552.0,143888.0,60499.0,10.6,3,0,3,-1,-1,-1,0,0,0,-1,0,-1,3
B01200,60,98411.0,204172.0,59441.0,3.0,2,-1,2,0,-1,-1,-1,0,0,0,1,0,-1
B01201,28,35700.0,177396.0,79506.0,5.4,1,4,2,0,3,4,4,1,4,3,4,1,3
B01202,42,44971.0,161071.0,42749.0,7.5,0,0,-1,-1,0,-1,0,4,-1,0,0,-1,3
B01203,58,33711.0,148685.0,67387.0,9.5,3,0,3,1,1,3,3,3,-1,-1,0,2,3
B01204,57,56831.0,254272.0,206497.0,3.8,1,-1,3,4,1,0,4,4,4,0,1,0,0
B01205,44,47745.0,156020.0,23117.0,2.7,1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0
B01206,28,64409.0,369316.0,355871.0,7.1,1,2,1,4,0,4,3,1,2,3,4,4,1
B01207,41,44922.0,110681.0,20367.0,8.0,3,0,-1,0,0,0,0,-1,0,0,-1,-1,0
B01208,29,75466.0,142677.0,75765.0,1.3,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1
B01209,54,69154.0,282194.0,79951.0,3.0,2,0,0,0,-1,0,4,2,-1,-1,-1,-1,-1
B01210,49,64102.0,239806.0,100018.0,3.0,6,-1,0,-1,4,2,-1,-1,0,4,1,0,0
B01211,40,52914.0,138597.0,37258.0,6.1,1,0,1,-1,-1,0,-1,4,-1,3,0,-1,0
B01212,62,9535.0,53043.0,29460.0,4.9,3,3,3,4,-1,0,2,-1,4,0,0,-1,0
B01213,44,36220.0,176402.0,62167.0,9.0,2,1,3,4,1,0,1,1,4,1,3,4,3
B01214,65,41290.0,120928.0,42380.0,4.4,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0
B01215,69,73897.0,396217.0,37620.0,16.5,3,0,0,-1,0,0,-1,-1,-1,-1,0,0,-1
B01216,69,51236.0,255551.0,22130.0,1.9,3,0,2,4,3,2,3,3,4,3,0,0,-1
